TableName,State_Code,District_Code,Tehsil_Code,Town_Code,Area_Name,Area_Type,Total_Households,Toilet_Inside,Toilet_Inside_Flush_Sewer,Toilet_Inside_Flush_Septic,Toilet_Inside_Flush_Other,Toilet_Inside_Pit_Ventilated,Toilet_Inside_Pit_Open,Toilet_Inside_Open_Drain,Toilet_Inside_Manual,Toilet_Inside_Pig,Toilet_Outside,Toilet_Public,Toilet_None
HH2808,27,507,04051,000000,Sub-District - Deori,Urban," 3,165 "," 2,399 ", 47 ," 1,130 ", 30 ," 1,164 ", 24 , 4 , -   , -   , 766 , 4 , 762 
HH2808,27,507,04051,538467,Deori (CT),Urban," 3,165 "," 2,399 ", 47 ," 1,130 ", 30 ," 1,164 ", 24 , 4 , -   , -   , 766 , 4 , 762 
HH2808,27,508,00000,000000,District - Gadchiroli,Total," 245,745 "," 66,240 "," 4,296 "," 37,873 "," 4,153 "," 15,494 "," 3,548 ", 291 , 225 , 360 ," 179,505 "," 2,843 "," 176,662 "
HH2808,27,508,00000,000000,District - Gadchiroli,Rural," 218,935 "," 48,581 "," 2,775 "," 23,879 "," 3,940 "," 13,836 "," 3,481 ", 255 , 107 , 308 ," 170,354 "," 2,547 "," 167,807 "
HH2808,27,508,00000,000000,District - Gadchiroli,Urban," 26,810 "," 17,659 "," 1,521 "," 13,994 ", 213 ," 1,658 ", 67 , 36 , 118 , 52 ," 9,151 ", 296 ," 8,855 "
HH2808,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Total," 19,731 "," 9,146 ", 483 ," 4,965 ", 417 ," 2,965 ", 268 , 30 , 12 , 6 ," 10,585 ", 207 ," 10,378 "
HH2808,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Rural," 13,510 "," 5,626 ", 238 ," 2,302 ", 398 ," 2,402 ", 264 , 18 , -   , 4 ," 7,884 ", 25 ," 7,859 "
HH2808,27,508,04052,000000,Sub-District - Desaiganj (Vadasa),Urban," 6,221 "," 3,520 ", 245 ," 2,663 ", 19 , 563 , 4 , 12 , 12 , 2 ," 2,701 ", 182 ," 2,519 "
HH2808,27,508,04052,802717,Desaiganj (M Cl),Urban," 6,221 "," 3,520 ", 245 ," 2,663 ", 19 , 563 , 4 , 12 , 12 , 2 ," 2,701 ", 182 ," 2,519 "
HH2808,27,508,04053,000000,Sub-District - Armori,Total," 23,462 "," 8,527 ", 306 ," 4,389 ", 474 ," 2,835 ", 432 , 16 , -   , 75 ," 14,935 ", 239 ," 14,696 "
HH2808,27,508,04053,000000,Sub-District - Armori,Rural," 23,462 "," 8,527 ", 306 ," 4,389 ", 474 ," 2,835 ", 432 , 16 , -   , 75 ," 14,935 ", 239 ," 14,696 "
HH2808,27,508,04053,000000,Sub-District - Armori,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04054,000000,Sub-District - Kurkheda,Total," 19,786 "," 7,386 ", 148 ," 3,577 ", 581 ," 2,335 ", 682 , 7 , 37 , 19 ," 12,400 ", 191 ," 12,209 "
HH2808,27,508,04054,000000,Sub-District - Kurkheda,Rural," 18,093 "," 6,030 ", 120 ," 2,417 ", 474 ," 2,280 ", 676 , 7 , 37 , 19 ," 12,063 ", 191 ," 11,872 "
HH2808,27,508,04054,000000,Sub-District - Kurkheda,Urban," 1,693 "," 1,356 ", 28 ," 1,160 ", 107 , 55 , 6 , -   , -   , -   , 337 , -   , 337 
HH2808,27,508,04054,538734,Kurkheda (CT),Urban," 1,693 "," 1,356 ", 28 ," 1,160 ", 107 , 55 , 6 , -   , -   , -   , 337 , -   , 337 
HH2808,27,508,04055,000000,Sub-District - Korchi,Total," 9,171 "," 1,561 ", 47 , 284 , 114 , 966 , 143 , 4 , -   , 3 ," 7,610 ", 101 ," 7,509 "
HH2808,27,508,04055,000000,Sub-District - Korchi,Rural," 9,171 "," 1,561 ", 47 , 284 , 114 , 966 , 143 , 4 , -   , 3 ," 7,610 ", 101 ," 7,509 "
HH2808,27,508,04055,000000,Sub-District - Korchi,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04056,000000,Sub-District - Dhanora,Total," 17,970 "," 2,979 ", 445 , 893 , 422 , 684 , 494 , 23 , -   , 18 ," 14,991 ", 444 ," 14,547 "
HH2808,27,508,04056,000000,Sub-District - Dhanora,Rural," 17,970 "," 2,979 ", 445 , 893 , 422 , 684 , 494 , 23 , -   , 18 ," 14,991 ", 444 ," 14,547 "
HH2808,27,508,04056,000000,Sub-District - Dhanora,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04057,000000,Sub-District - Gadchiroli,Total," 35,238 "," 14,611 "," 1,082 "," 10,805 ", 521 ," 1,639 ", 386 , 52 , 106 , 20 ," 20,627 ", 153 ," 20,474 "
HH2808,27,508,04057,000000,Sub-District - Gadchiroli,Rural," 22,657 "," 5,356 ", 215 ," 3,201 ", 497 ," 1,039 ", 354 , 32 , -   , 18 ," 17,301 ", 47 ," 17,254 "
HH2808,27,508,04057,000000,Sub-District - Gadchiroli,Urban," 12,581 "," 9,255 ", 867 ," 7,604 ", 24 , 600 , 32 , 20 , 106 , 2 ," 3,326 ", 106 ," 3,220 "
HH2808,27,508,04057,802718,Gadchiroli (M Cl),Urban," 12,581 "," 9,255 ", 867 ," 7,604 ", 24 , 600 , 32 , 20 , 106 , 2 ," 3,326 ", 106 ," 3,220 "
HH2808,27,508,04058,000000,Sub-District - Chamorshi,Total," 43,269 "," 9,310 ", 383 ," 6,022 ", 617 ," 1,712 ", 362 , 71 , 70 , 73 ," 33,959 ", 313 ," 33,646 "
HH2808,27,508,04058,000000,Sub-District - Chamorshi,Rural," 41,929 "," 8,607 ", 368 ," 5,361 ", 612 ," 1,690 ", 362 , 71 , 70 , 73 ," 33,322 ", 313 ," 33,009 "
HH2808,27,508,04058,000000,Sub-District - Chamorshi,Urban," 1,340 ", 703 , 15 , 661 , 5 , 22 , -   , -   , -   , -   , 637 , -   , 637 
HH2808,27,508,04058,539421,Ashti (CT),Urban," 1,340 ", 703 , 15 , 661 , 5 , 22 , -   , -   , -   , -   , 637 , -   , 637 
HH2808,27,508,04059,000000,Sub-District - Mulchera,Total," 9,968 "," 2,272 ", 142 , 883 , 352 , 738 , 127 , 6 , -   , 24 ," 7,696 ", 89 ," 7,607 "
HH2808,27,508,04059,000000,Sub-District - Mulchera,Rural," 9,968 "," 2,272 ", 142 , 883 , 352 , 738 , 127 , 6 , -   , 24 ," 7,696 ", 89 ," 7,607 "
HH2808,27,508,04059,000000,Sub-District - Mulchera,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04060,000000,Sub-District - Etapalli,Total," 15,217 "," 1,968 ", 460 , 879 , 138 , 262 , 195 , 32 , -   , 2 ," 13,249 ", 469 ," 12,780 "
HH2808,27,508,04060,000000,Sub-District - Etapalli,Rural," 15,217 "," 1,968 ", 460 , 879 , 138 , 262 , 195 , 32 , -   , 2 ," 13,249 ", 469 ," 12,780 "
HH2808,27,508,04060,000000,Sub-District - Etapalli,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04061,000000,Sub-District - Bhamragad,Total," 7,184 ", 640 , 29 , 447 , 25 , 51 , 75 , 9 , -   , 4 ," 6,544 ", 468 ," 6,076 "
HH2808,27,508,04061,000000,Sub-District - Bhamragad,Rural," 7,184 ", 640 , 29 , 447 , 25 , 51 , 75 , 9 , -   , 4 ," 6,544 ", 468 ," 6,076 "
HH2808,27,508,04061,000000,Sub-District - Bhamragad,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,508,04062,000000,Sub-District - Aheri,Total," 25,887 "," 5,557 ", 647 ," 3,216 ", 328 ," 1,006 ", 255 , 25 , -   , 80 ," 20,330 ", 56 ," 20,274 "
HH2808,27,508,04062,000000,Sub-District - Aheri,Rural," 22,635 "," 3,679 ", 293 ," 2,151 ", 275 , 663 , 242 , 23 , -   , 32 ," 18,956 ", 51 ," 18,905 "
HH2808,27,508,04062,000000,Sub-District - Aheri,Urban," 3,252 "," 1,878 ", 354 ," 1,065 ", 53 , 343 , 13 , 2 , -   , 48 ," 1,374 ", 5 ," 1,369 "
HH2808,27,508,04062,539998,Aheri (CT),Urban," 3,252 "," 1,878 ", 354 ," 1,065 ", 53 , 343 , 13 , 2 , -   , 48 ," 1,374 ", 5 ," 1,369 "
HH2808,27,508,04063,000000,Sub-District - Sironcha,Total," 18,862 "," 2,283 ", 124 ," 1,513 ", 164 , 301 , 129 , 16 , -   , 36 ," 16,579 ", 113 ," 16,466 "
HH2808,27,508,04063,000000,Sub-District - Sironcha,Rural," 17,139 "," 1,336 ", 112 , 672 , 159 , 226 , 117 , 14 , -   , 36 ," 15,803 ", 110 ," 15,693 "
HH2808,27,508,04063,000000,Sub-District - Sironcha,Urban," 1,723 ", 947 , 12 , 841 , 5 , 75 , 12 , 2 , -   , -   , 776 , 3 , 773 
HH2808,27,508,04063,540146,Sironcha Ry. (CT),Urban," 1,723 ", 947 , 12 , 841 , 5 , 75 , 12 , 2 , -   , -   , 776 , 3 , 773 
HH2808,27,509,00000,000000,District - Chandrapur,Total," 529,612 "," 229,471 "," 23,977 "," 140,801 "," 11,635 "," 45,421 "," 5,600 ", 772 , 683 , 582 ," 300,141 "," 12,269 "," 287,872 "
HH2808,27,509,00000,000000,District - Chandrapur,Rural," 352,643 "," 102,534 "," 5,602 "," 45,876 "," 10,172 "," 34,724 "," 5,093 ", 406 , 439 , 222 ," 250,109 "," 3,588 "," 246,521 "
HH2808,27,509,00000,000000,District - Chandrapur,Urban," 176,969 "," 126,937 "," 18,375 "," 94,925 "," 1,463 "," 10,697 ", 507 , 366 , 244 , 360 ," 50,032 "," 8,681 "," 41,351 "
HH2808,27,509,04064,000000,Sub-District - Warora,Total," 40,913 "," 17,785 "," 1,131 "," 11,464 ", 918 ," 3,681 ", 384 , 43 , 107 , 57 ," 23,128 "," 1,597 "," 21,531 "
HH2808,27,509,04064,000000,Sub-District - Warora,Rural," 30,282 "," 10,067 ", 453 ," 5,028 ", 901 ," 3,238 ", 383 , 38 , -   , 26 ," 20,215 ", 497 ," 19,718 "
HH2808,27,509,04064,000000,Sub-District - Warora,Urban," 10,631 "," 7,718 ", 678 ," 6,436 ", 17 , 443 , 1 , 5 , 107 , 31 ," 2,913 "," 1,100 "," 1,813 "
HH2808,27,509,04064,802719,Warora (M Cl),Urban," 10,631 "," 7,718 ", 678 ," 6,436 ", 17 , 443 , 1 , 5 , 107 , 31 ," 2,913 "," 1,100 "," 1,813 "
HH2808,27,509,04065,000000,Sub-District - Chimur,Total," 42,577 "," 12,691 ", 559 ," 5,487 "," 1,139 "," 5,248 ", 166 , 33 , 34 , 25 ," 29,886 ", 358 ," 29,528 "
HH2808,27,509,04065,000000,Sub-District - Chimur,Rural," 42,577 "," 12,691 ", 559 ," 5,487 "," 1,139 "," 5,248 ", 166 , 33 , 34 , 25 ," 29,886 ", 358 ," 29,528 "
HH2808,27,509,04065,000000,Sub-District - Chimur,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04066,000000,Sub-District - Nagbhir,Total," 33,528 "," 14,137 ", 504 ," 6,677 "," 1,363 "," 4,848 ", 576 , 35 , 120 , 14 ," 19,391 ", 250 ," 19,141 "
HH2808,27,509,04066,000000,Sub-District - Nagbhir,Rural," 33,528 "," 14,137 ", 504 ," 6,677 "," 1,363 "," 4,848 ", 576 , 35 , 120 , 14 ," 19,391 ", 250 ," 19,141 "
HH2808,27,509,04066,000000,Sub-District - Nagbhir,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04067,000000,Sub-District - Brahmapuri,Total," 40,768 "," 16,967 ", 774 ," 8,433 "," 1,464 "," 5,338 ", 828 , 48 , 30 , 52 ," 23,801 "," 1,183 "," 22,618 "
HH2808,27,509,04067,000000,Sub-District - Brahmapuri,Rural," 32,403 "," 10,795 ", 497 ," 3,719 "," 1,372 "," 4,278 ", 814 , 34 , 30 , 51 ," 21,608 ", 581 ," 21,027 "
HH2808,27,509,04067,000000,Sub-District - Brahmapuri,Urban," 8,365 "," 6,172 ", 277 ," 4,714 ", 92 ," 1,060 ", 14 , 14 , -   , 1 ," 2,193 ", 602 ," 1,591 "
HH2808,27,509,04067,802720,Brahmapuri (M Cl),Urban," 8,365 "," 6,172 ", 277 ," 4,714 ", 92 ," 1,060 ", 14 , 14 , -   , 1 ," 2,193 ", 602 ," 1,591 "
HH2808,27,509,04068,000000,Sub-District - Sawali,Total," 27,674 "," 6,243 ", 397 ," 3,079 ", 589 ," 1,772 ", 373 , 22 , -   , 11 ," 21,431 ", 137 ," 21,294 "
HH2808,27,509,04068,000000,Sub-District - Sawali,Rural," 27,674 "," 6,243 ", 397 ," 3,079 ", 589 ," 1,772 ", 373 , 22 , -   , 11 ," 21,431 ", 137 ," 21,294 "
HH2808,27,509,04068,000000,Sub-District - Sawali,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04069,000000,Sub-District - Sindewahi,Total," 27,352 "," 11,817 ", 310 ," 4,969 "," 1,208 "," 4,482 ", 734 , 18 , 82 , 14 ," 15,535 ", 175 ," 15,360 "
HH2808,27,509,04069,000000,Sub-District - Sindewahi,Rural," 27,352 "," 11,817 ", 310 ," 4,969 "," 1,208 "," 4,482 ", 734 , 18 , 82 , 14 ," 15,535 ", 175 ," 15,360 "
HH2808,27,509,04069,000000,Sub-District - Sindewahi,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04070,000000,Sub-District - Bhadravati,Total," 37,385 "," 19,126 "," 3,611 "," 11,143 ", 834 ," 2,902 ", 346 , 150 , 68 , 72 ," 18,259 ", 403 ," 17,856 "
HH2808,27,509,04070,000000,Sub-District - Bhadravati,Rural," 20,728 "," 6,690 ", 825 ," 2,549 ", 711 ," 2,229 ", 325 , 20 , -   , 31 ," 14,038 ", 345 ," 13,693 "
HH2808,27,509,04070,000000,Sub-District - Bhadravati,Urban," 16,657 "," 12,436 "," 2,786 "," 8,594 ", 123 , 673 , 21 , 130 , 68 , 41 ," 4,221 ", 58 ," 4,163 "
HH2808,27,509,04070,802721,Bhadravati (M Cl),Urban," 14,280 "," 10,866 "," 2,413 "," 7,528 ", 26 , 645 , 17 , 129 , 68 , 40 ," 3,414 ", 26 ," 3,388 "
HH2808,27,509,04070,541242,Shivaji Nagar (CT),Urban," 2,377 "," 1,570 ", 373 ," 1,066 ", 97 , 28 , 4 , 1 , -   , 1 , 807 , 32 , 775 
HH2808,27,509,04071,000000,Sub-District - Chandrapur,Total," 111,424 "," 74,377 "," 11,304 "," 53,190 "," 1,413 "," 7,325 ", 494 , 182 , 164 , 305 ," 37,047 "," 4,020 "," 33,027 "
HH2808,27,509,04071,000000,Sub-District - Chandrapur,Rural," 19,138 "," 5,030 ", 528 ," 2,624 ", 516 ," 1,108 ", 117 , 18 , 95 , 24 ," 14,108 ", 278 ," 13,830 "
HH2808,27,509,04071,000000,Sub-District - Chandrapur,Urban," 92,286 "," 69,347 "," 10,776 "," 50,566 ", 897 ," 6,217 ", 377 , 164 , 69 , 281 ," 22,939 "," 3,742 "," 19,197 "
HH2808,27,509,04071,802722,Chandrapur (M Cl),Urban," 73,035 "," 56,098 "," 6,628 "," 42,932 ", 609 ," 5,272 ", 312 , 151 , 69 , 125 ," 16,937 "," 2,973 "," 13,964 "
HH2808,27,509,04071,541334,Kondumal (CT),Urban," 2,681 "," 2,680 "," 1,174 "," 1,404 ", 99 , 3 , -   , -   , -   , -   , 1 , -   , 1 
HH2808,27,509,04071,541335,Durgapur (CT),Urban," 4,150 "," 2,567 "," 1,698 ", 835 , 15 , 8 , 7 , 4 , -   , -   ," 1,583 ", 440 ," 1,143 "
HH2808,27,509,04071,541336,Urjanagar (CT),Urban," 1,200 ", 706 , 7 , 611 , 4 , 34 , 49 , -   , -   , 1 , 494 , 8 , 486 
HH2808,27,509,04071,541337,Tadali (CT),Urban," 1,296 "," 1,026 ", 16 , 862 , 138 , 6 , 4 , -   , -   , -   , 270 , 17 , 253 
HH2808,27,509,04071,541338,Padoli (CT),Urban," 1,201 ", 527 , 65 , 422 , 22 , 15 , 1 , 1 , -   , 1 , 674 , 195 , 479 
HH2808,27,509,04071,541339,Ghugus (CT),Urban," 7,264 "," 4,932 "," 1,173 "," 3,087 ", 7 , 499 , 4 , 8 , -   , 154 ," 2,332 ", 109 ," 2,223 "
HH2808,27,509,04071,541340,Nakoda (CT),Urban," 1,459 ", 811 , 15 , 413 , 3 , 380 , -   , -   , -   , -   , 648 , -   , 648 
HH2808,27,509,04072,000000,Sub-District - Mul,Total," 28,252 "," 9,218 ", 397 ," 5,225 ", 831 ," 2,455 ", 205 , 52 , 48 , 5 ," 19,034 ", 524 ," 18,510 "
HH2808,27,509,04072,000000,Sub-District - Mul,Rural," 22,451 "," 6,105 ", 360 ," 2,673 ", 812 ," 1,959 ", 198 , 50 , 48 , 5 ," 16,346 ", 503 ," 15,843 "
HH2808,27,509,04072,000000,Sub-District - Mul,Urban," 5,801 "," 3,113 ", 37 ," 2,552 ", 19 , 496 , 7 , 2 , -   , -   ," 2,688 ", 21 ," 2,667 "
HH2808,27,509,04072,802723,Mul (M Cl),Urban," 5,801 "," 3,113 ", 37 ," 2,552 ", 19 , 496 , 7 , 2 , -   , -   ," 2,688 ", 21 ," 2,667 "
HH2808,27,509,04073,000000,Sub-District - Pombhurna,Total," 13,284 "," 2,366 ", 77 ," 1,220 ", 222 , 696 , 138 , 12 , -   , 1 ," 10,918 ", 237 ," 10,681 "
HH2808,27,509,04073,000000,Sub-District - Pombhurna,Rural," 13,284 "," 2,366 ", 77 ," 1,220 ", 222 , 696 , 138 , 12 , -   , 1 ," 10,918 ", 237 ," 10,681 "
HH2808,27,509,04073,000000,Sub-District - Pombhurna,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04074,000000,Sub-District - Ballarpur,Total," 29,871 "," 17,686 "," 2,103 "," 12,972 ", 366 ," 1,872 ", 319 , 49 , -   , 5 ," 12,185 "," 2,550 "," 9,635 "
HH2808,27,509,04074,000000,Sub-District - Ballarpur,Rural," 7,336 "," 2,449 ", 159 ," 1,223 ", 150 , 639 , 269 , 6 , -   , 3 ," 4,887 ", 7 ," 4,880 "
HH2808,27,509,04074,000000,Sub-District - Ballarpur,Urban," 22,535 "," 15,237 "," 1,944 "," 11,749 ", 216 ," 1,233 ", 50 , 43 , -   , 2 ," 7,298 "," 2,543 "," 4,755 "
HH2808,27,509,04074,802724,Ballarpur (M Cl),Urban," 19,400 "," 13,874 "," 1,855 "," 10,573 ", 207 ," 1,150 ", 46 , 42 , -   , 1 ," 5,526 "," 2,522 "," 3,004 "
HH2808,27,509,04074,541549,Nandgaon Pode (CT),Urban, 887 , 522 , 30 , 486 , 2 , 4 , -   , -   , -   , -   , 365 , -   , 365 
HH2808,27,509,04074,541550,Visapur (CT),Urban," 2,248 ", 841 , 59 , 690 , 7 , 79 , 4 , 1 , -   , 1 ," 1,407 ", 21 ," 1,386 "
HH2808,27,509,04075,000000,Sub-District - Korpana,Total," 29,567 "," 9,299 ", 793 ," 6,747 ", 252 ," 1,243 ", 225 , 31 , -   , 8 ," 20,268 ", 383 ," 19,885 "
HH2808,27,509,04075,000000,Sub-District - Korpana,Rural," 19,869 "," 3,571 ", 194 ," 1,863 ", 194 ," 1,079 ", 212 , 23 , -   , 6 ," 16,298 ", 110 ," 16,188 "
HH2808,27,509,04075,000000,Sub-District - Korpana,Urban," 9,698 "," 5,728 ", 599 ," 4,884 ", 58 , 164 , 13 , 8 , -   , 2 ," 3,970 ", 273 ," 3,697 "
HH2808,27,509,04075,541661,Awalpur (CT),Urban," 1,198 ", 730 , 165 , 489 , 9 , 67 , -   , -   , -   , -   , 468 , 130 , 338 
HH2808,27,509,04075,541662,Nanda (CT),Urban," 2,179 "," 1,069 ", 61 , 959 , 20 , 25 , 3 , 1 , -   , -   ," 1,110 ", 15 ," 1,095 "
HH2808,27,509,04075,541663,Chandur (CT),Urban," 6,321 "," 3,929 ", 373 ," 3,436 ", 29 , 72 , 10 , 7 , -   , 2 ," 2,392 ", 128 ," 2,264 "
HH2808,27,509,04076,000000,Sub-District - Jiwati,Total," 13,586 "," 1,223 ", 50 , 245 , 210 , 426 , 278 , 11 , -   , 3 ," 12,363 ", -   ," 12,363 "
HH2808,27,509,04076,000000,Sub-District - Jiwati,Rural," 13,586 "," 1,223 ", 50 , 245 , 210 , 426 , 278 , 11 , -   , 3 ," 12,363 ", -   ," 12,363 "
HH2808,27,509,04076,000000,Sub-District - Jiwati,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,509,04077,000000,Sub-District - Rajura,Total," 32,512 "," 11,669 "," 1,696 "," 7,810 ", 353 ," 1,611 ", 154 , 24 , 12 , 9 ," 20,843 ", 344 ," 20,499 "
HH2808,27,509,04077,000000,Sub-District - Rajura,Rural," 23,573 "," 5,619 ", 541 ," 3,219 ", 317 ," 1,369 ", 130 , 24 , 12 , 7 ," 17,954 ", 16 ," 17,938 "
HH2808,27,509,04077,000000,Sub-District - Rajura,Urban," 8,939 "," 6,050 "," 1,155 "," 4,591 ", 36 , 242 , 24 , -   , -   , 2 ," 2,889 ", 328 ," 2,561 "
HH2808,27,509,04077,802725,Rajura (M Cl),Urban," 6,705 "," 4,687 ", 438 ," 3,964 ", 29 , 232 , 22 , -   , -   , 2 ," 2,018 ", 245 ," 1,773 "
HH2808,27,509,04077,541855,Sasti (CT),Urban," 1,071 ", 377 , 68 , 291 , 6 , 10 , 2 , -   , -   , -   , 694 , -   , 694 
HH2808,27,509,04077,541856,Dhopatala (CT),Urban," 1,163 ", 986 , 649 , 336 , 1 , -   , -   , -   , -   , -   , 177 , 83 , 94 
HH2808,27,509,04078,000000,Sub-District - Gondpipri,Total," 20,919 "," 4,867 ", 271 ," 2,140 ", 473 ," 1,522 ", 380 , 62 , 18 , 1 ," 16,052 ", 108 ," 15,944 "
HH2808,27,509,04078,000000,Sub-District - Gondpipri,Rural," 18,862 "," 3,731 ", 148 ," 1,301 ", 468 ," 1,353 ", 380 , 62 , 18 , 1 ," 15,131 ", 94 ," 15,037 "
HH2808,27,509,04078,000000,Sub-District - Gondpipri,Urban," 2,057 "," 1,136 ", 123 , 839 , 5 , 169 , -   , -   , -   , -   , 921 , 14 , 907 
HH2808,27,509,04078,541954,Gondpipri (CT),Urban," 2,057 "," 1,136 ", 123 , 839 , 5 , 169 , -   , -   , -   , -   , 921 , 14 , 907 
HH2808,27,510,00000,000000,District - Yavatmal,Total," 640,385 "," 198,454 "," 10,873 "," 130,549 "," 14,731 "," 37,632 "," 3,056 ", 796 , 172 , 645 ," 441,931 "," 18,395 "," 423,536 "
HH2808,27,510,00000,000000,District - Yavatmal,Rural," 513,041 "," 111,592 "," 5,566 "," 55,133 "," 12,848 "," 34,021 "," 2,755 ", 594 , 172 , 503 ," 401,449 "," 4,461 "," 396,988 "
HH2808,27,510,00000,000000,District - Yavatmal,Urban," 127,344 "," 86,862 "," 5,307 "," 75,416 "," 1,883 "," 3,611 ", 301 , 202 , -   , 142 ," 40,482 "," 13,934 "," 26,548 "
HH2808,27,510,04079,000000,Sub-District - Ner,Total," 28,365 "," 10,123 ", 359 ," 4,561 "," 1,037 "," 4,009 ", 94 , 39 , -   , 24 ," 18,242 ", 408 ," 17,834 "
HH2808,27,510,04079,000000,Sub-District - Ner,Rural," 23,164 "," 6,861 ", 248 ," 2,020 ", 901 ," 3,571 ", 78 , 21 , -   , 22 ," 16,303 ", 176 ," 16,127 "
HH2808,27,510,04079,000000,Sub-District - Ner,Urban," 5,201 "," 3,262 ", 111 ," 2,541 ", 136 , 438 , 16 , 18 , -   , 2 ," 1,939 ", 232 ," 1,707 "
HH2808,27,510,04079,802726,Ner (M Cl),Urban," 5,201 "," 3,262 ", 111 ," 2,541 ", 136 , 438 , 16 , 18 , -   , 2 ," 1,939 ", 232 ," 1,707 "
HH2808,27,510,04080,000000,Sub-District - Babulgaon,Total," 22,460 "," 7,280 ", 383 ," 3,583 "," 1,625 "," 1,344 ", 247 , 12 , 17 , 69 ," 15,180 ", 116 ," 15,064 "
HH2808,27,510,04080,000000,Sub-District - Babulgaon,Rural," 22,460 "," 7,280 ", 383 ," 3,583 "," 1,625 "," 1,344 ", 247 , 12 , 17 , 69 ," 15,180 ", 116 ," 15,064 "
HH2808,27,510,04080,000000,Sub-District - Babulgaon,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,510,04081,000000,Sub-District - Kalamb,Total," 25,227 "," 6,884 ", 307 ," 3,675 ", 914 ," 1,784 ", 175 , 15 , -   , 14 ," 18,343 ", 227 ," 18,116 "
HH2808,27,510,04081,000000,Sub-District - Kalamb,Rural," 25,227 "," 6,884 ", 307 ," 3,675 ", 914 ," 1,784 ", 175 , 15 , -   , 14 ," 18,343 ", 227 ," 18,116 "
HH2808,27,510,04081,000000,Sub-District - Kalamb,Urban, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
HH2808,27,510,04082,000000,Sub-District - Yavatmal,Total," 89,075 "," 47,773 "," 2,770 "," 40,363 "," 1,058 "," 2,912 ", 368 , 230 , 37 , 35 ," 41,302 "," 5,568 "," 35,734 "
HH2808,27,510,04082,000000,Sub-District - Yavatmal,Rural," 34,821 "," 7,101 ", 385 ," 4,015 ", 493 ," 1,796 ", 243 , 124 , 37 , 8 ," 27,720 ", 240 ," 27,480 "
HH2808,27,510,04082,000000,Sub-District - Yavatmal,Urban," 54,254 "," 40,672 "," 2,385 "," 36,348 ", 565 ," 1,116 ", 125 , 106 , -   , 27 ," 13,582 "," 5,328 "," 8,254 "
HH2808,27,510,04082,802727,Yavatmal (M Cl),Urban," 25,670 "," 17,972 "," 1,103 "," 15,950 ", 176 , 584 , 54 , 84 , -   , 21 ," 7,698 "," 4,623 "," 3,075 "
HH2808,27,510,04082,542500,Pimpalgaon (CT),Urban," 1,909 "," 1,166 ", 96 ," 1,033 ", 9 , 13 , 15 , -   , -   , -   , 743 , 9 , 734 
HH2808,27,510,04082,542501,Yavatmal (R) (CT),Urban," 3,057 "," 2,762 ", 97 ," 2,414 ", 66 , 167 , 13 , 5 , -   , -   , 295 , 9 , 286 
HH2808,27,510,04082,542502,Waghapur (CT),Urban," 3,012 "," 2,554 ", 100 ," 2,361 ", 53 , 31 , 8 , 1 , -   , -   , 458 , 1 , 457 
HH2808,27,510,04082,542503,Lohara (CT),Urban," 5,629 "," 3,564 ", 305 ," 3,184 ", 33 , 31 , 3 , 5 , -   , 3 ," 2,065 ", 3 ," 2,062 "
HH2808,27,510,04082,542504,Umarsara (CT),Urban," 5,236 "," 4,382 ", 196 ," 4,035 ", 12 , 104 , 30 , 3 , -   , 2 , 854 , 136 , 718 
HH2808,27,510,04082,542505,Wadgaon Road (CT),Urban," 9,741 "," 8,272 ", 488 ," 7,371 ", 216 , 186 , 2 , 8 , -   , 1 ," 1,469 ", 547 , 922 
HH2808,27,510,04083,000000,Sub-District - Darwha,Total," 43,820 "," 13,559 ", 537 ," 7,752 "," 1,516 "," 3,267 ", 401 , 32 , 37 , 17 ," 30,261 ", 907 ," 29,354 "
